CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
 , , , , , , ,S,01:00 pm-05:00 pm, , , , , , , , , ,Vipul Vyas (P),11/18-11/18,SFH 529,In-Person Modality and Tuition (Professional Studies)
 , , , , , , ,S,01:00 pm-05:00 pm, , , , , , , , , ,Vipul Vyas (P),12/02-12/02,SFH 529,In-Person Modality and Tuition (Professional Studies)
 , , , , , , ,S,01:00 pm-05:00 pm, , , , , , , , , ,Vipul Vyas (P),12/09-12/09,SFH 529,In-Person Modality and Tuition (Professional Studies)
41814,MPH,612,8,ST,4.000,Biostatistics in Public Health,R,05:00 pm-09:00 pm,18,0,18,0,0,0,0,0,0,TBA,08/31-08/31,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/14-09/14,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/05-10/05,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/19-10/19,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/02-11/02,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/09-11/09,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/30-11/30,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,12/14-12/14,TBA, 
41815,MPH,612,H1,M,4.000,Biostatistics in Public Health,W,04:45 pm-08:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/23-08/23,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/06-09/06,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/20-09/20,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/04-10/04,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/18-10/18,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/01-11/01,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/15-11/15,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/29-11/29,MH 126, 
41816,MPH,612,L1,ODP,4.000,Biostatistics in Public Health, ,TBA,25,0,25,0,0,0,0,0,0,TBA,08/22-12/14,ONL, 
41817,MPH,622,H1,M,3.000/4.000,Health Behavior Theory and Communication,T,04:45 pm-08:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/29-08/29,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/12-09/12,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/26-09/26,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/10-10/10,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/31-10/31,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/14-11/14,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/28-11/28,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,12/12-12/12,LS 209, 
41818,MPH,624,L1,ODP,2.000,Maternal and Infant Child Health,M,04:45 pm-06:25 pm,15,0,15,12,0,12,0,0,0,TBA,08/28-08/28,TBA, 
 , , , , , , ,M,04:45 pm-06:25 pm, , , , , , , , , ,TBA,09/11-09/11,TBA, 
 , , , , , , ,M,04:45 pm-06:25 pm, , , , , , , , , ,TBA,09/25-09/25,TBA, 
 , , , , , , ,M,04:45 pm-06:25 pm, , , , , , , , , ,TBA,10/09-10/09,TBA, 
 , , , , , , ,M,04:45 pm-06:25 pm, , , , , , , , , ,TBA,10/30-10/30,TBA, 
 , , , , , , ,M,04:45 pm-06:25 pm, , , , , , , , , ,TBA,11/13-11/13,TBA, 
 , , , , , , ,M,04:45 pm-06:25 pm, , , , , , , , , ,TBA,11/27-11/27,TBA, 
 , , , , , , ,M,04:45 pm-06:25 pm, , , , , , , , , ,TBA,12/11-12/11,TBA, 
41819,MPH,631,8,ST,4.000,Public Health Systems Leadership and Administration,R,05:00 pm-09:00 pm,18,0,18,0,0,0,0,0,0,TBA,08/24-08/24,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/07-09/07,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/21-09/21,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/28-09/28,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/12-10/12,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/26-10/26,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/16-11/16,ST 112, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,12/07-12/07,ST 112, 
41820,MPH,632,9,OC,3.000-4.000,Environmental and Occupational Health Issues in Public Health,R,05:00 pm-09:00 pm,25,0,25,0,0,0,0,0,0,TBA,08/31-08/31,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/14-09/14,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/28-09/28,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/12-10/12,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/26-10/26,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/09-11/09,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/30-11/30,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,12/14-12/14,TBA, 
41821,MPH,632,H1,M,4.000,Environmental and Occupational Health Issues in Public Health,W,04:45 pm-08:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/30-08/30,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/13-09/13,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/27-09/27,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/11-10/11,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/25-10/25,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/08-11/08,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/22-11/22,MH 126, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,12/06-12/06,MH 126, 
41822,MPH,632,L1,ODP,4.000,Environmental and Occupational Health Issues in Public Health, ,TBA,25,0,25,0,0,0,0,0,0,TBA,08/22-12/14,ONL, 
41823,MPH,635,H1,M,4.000,Health Policy and Ethics,W,04:45 pm-08:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/30-08/30,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/13-09/13,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/27-09/27,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/11-10/11,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/25-10/25,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/08-11/08,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/22-11/22,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,12/06-12/06,MA 228, 
41824,MPH,635,L1,ODP,4.000,Health Policy and Ethics, ,TBA,25,0,25,0,0,0,0,0,0,TBA,08/22-12/14,TBA, 
41825,MPH,636,8,ST,4.000,Public Health Program Planning, Management and Evaluation,T,05:00 pm-09:00 pm,18,0,18,0,0,0,0,0,0,TBA,08/22-08/22,ST 105, 
 , , , , , , ,T,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/05-09/05,ST 105, 
 , , , , , , ,T,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/19-09/19,ST 105, 
 , , , , , , ,T,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/03-10/03,ST 105, 
 , , , , , , ,T,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/24-10/24,ST 105, 
 , , , , , , ,T,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/07-11/07,ST 105, 
 , , , , , , ,T,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/21-11/21,ST 105, 
 , , , , , , ,T,05:00 pm-09:00 pm, , , , , , , , , ,TBA,12/05-12/05,ST 105, 
41826,MPH,636,9,OC,4.000,Public Health Program Planning, Management and Evaluation,R,05:00 pm-09:00 pm,25,0,25,0,0,0,0,0,0,TBA,08/24-08/24,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/07-09/07,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,09/21-09/21,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/05-10/05,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,10/19-10/19,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/02-11/02,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,11/16-11/16,SJC 111, 
 , , , , , , ,R,05:00 pm-09:00 pm, , , , , , , , , ,TBA,12/07-12/07,SJC 111, 
41827,MPH,636,H1,M,4.000,Public Health Program Planning, Management and Evaluation,W,04:45 pm-08:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/23-08/23,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/06-09/06,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/20-09/20,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/04-10/04,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/18-10/18,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/01-11/01,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/15-11/15,MA 228, 
 , , , , , , ,W,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/29-11/29,MA 228, 
41828,MPH,636,H2,M,4.000,Public Health Program Planning, Management and Evaluation,T,04:45 pm-08:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/22-08/22,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/05-09/05,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,09/19-09/19,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/03-10/03,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,10/24-10/24,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/07-11/07,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,11/21-11/21,LS 209, 
 , , , , , , ,T,04:45 pm-08:30 pm, , , , , , , , , ,TBA,12/05-12/05,LS 209, 
41829,MPH,636,L1,ODP,4.000,Public Health Program Planning, Management and Evaluation, ,TBA,25,0,25,0,0,0,0,0,0,TBA,08/22-12/14,ONL, 
41830,MPH,638,8,ST,3.000,Strategic Planning and Implementation,T,05:00 pm-08:00 pm,25,0,25,0,0,0,0,0,0,TBA,08/29-08/29,ST 105, 
 , , , , , , ,T,05:00 pm-08:00 pm, , , , , , , , , ,TBA,09/12-09/12,ST 105, 
 , , , , , , ,T,05:00 pm-08:00 pm, , , , , , , , , ,TBA,09/26-09/26,ST 105, 
 , , , , , , ,T,05:00 pm-08:00 pm, , , , , , , , , ,TBA,10/10-10/10,ST 105, 
 , , , , , , ,T,05:00 pm-08:00 pm, , , , , , , , , ,TBA,10/31-10/31,ST 105, 
 , , , , , , ,T,05:00 pm-08:00 pm, , , , , , , , , ,TBA,11/14-11/14,ST 105, 
 , , , , , , ,T,05:00 pm-08:00 pm, , , , , , , , , ,TBA,11/28-11/28,TBA, 
 , , , , , , ,T,05:00 pm-08:00 pm, , , , , , , , , ,TBA,12/12-12/12,TBA, 
41831,MPH,642,L1,ODP,2.000,Public Health Capstone Seminar, ,TBA,5,0,5,0,0,0,0,0,0,TBA,08/22-12/14,TBA, 
41832,MPH,657,L1,ODP,2.000,Health Economics and Public Health, ,TBA,15,0,15,12,0,12,0,0,0,TBA,08/22-12/14,TBA,Hybrid Modality and Online Modality
42230,MPH,671-A,L1,ODP,1.000,Health Education & Promotion: Lab - A,F,04:45 pm-06:25 pm,25,0,25,0,0,0,0,0,0,TBA,08/25-08/25,ONL, 
 , , , , , , ,F,04:45 pm-06:25 pm, , , , , , , , , ,TBA,09/08-09/08,ONL, 
 , , , , , , ,F,04:45 pm-06:25 pm, , , , , , , , , ,TBA,09/22-09/22,ONL, 
 , , , , , , ,F,04:45 pm-06:25 pm, , , , , , , , , ,TBA,10/06-10/06,ONL, 
 , , , , , , ,F,04:45 pm-06:25 pm, , , , , , , , , ,TBA,10/20-10/20,ONL, 
 , , , , , , ,F,04:45 pm-06:25 pm, , , , , , , , , ,TBA,11/03-11/03,ONL, 
 , , , , , , ,F,04:45 pm-06:25 pm, , , , , , , , , ,TBA,11/17-11/17,ONL, 
 , , , , , , ,F,04:45 pm-06:25 pm, , , , , , , , , ,TBA,12/08-12/08,ONL, 
42214,MPH,674,H1,M,3.000,Chronic Conditions,T,05:30 pm-08:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/29-08/29,MH 129, 
 , , , , , , ,T,05:30 pm-08:30 pm, , , , , , , , , ,TBA,09/12-09/12,MH 129, 
 , , , , , , ,T,05:30 pm-08:30 pm, , , , , , , , , ,TBA,09/26-09/26,MH 129, 
 , , , , , , ,T,05:30 pm-08:30 pm, , , , , , , , , ,TBA,10/10-10/10,MH 129, 
 , , , , , , ,T,05:30 pm-08:30 pm, , , , , , , , , ,TBA,10/31-10/31,MH 129, 
 , , , , , , ,T,05:30 pm-08:30 pm, , , , , , , , , ,TBA,11/14-11/14,MH 129, 
 , , , , , , ,T,05:30 pm-08:30 pm, , , , , , , , , ,TBA,11/28-11/28,MH 129, 
 , , , , , , ,T,05:30 pm-08:30 pm, , , , , , , , , ,TBA,12/12-12/12,MH 129, 
42335,MPL,601,1,M,3.000,Proseminar in Applied Politics,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
42336,MPL,602,1,M,3.000,Writing for Public Policy,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
42337,MPL,603,1,M,3.000,Quant Methods in Public Policy,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
42338,MPL,606,1,M,3.000,Strategic Comms and Media,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
42339,MPL,609,1,M,4.000,Capstone in Public Leadership,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
42340,MPL,621,1,ODP,1.000,American Democracy Overview,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
42341,MPL,623,1,ODP,1.000,Fundraising and Budgeting,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
42342,MPL,699,1,M,1.000-3.000,Special Topics,TBA,0,0,0,0,0,0,0,0,0,TBA,08/22-12/14,TBA,Tuition (Liberal Arts),
40001,RHET,103,1,M,4.000,Public Speaking,MWF,08:00 am-09:05 am,22,0,22,0,0,0,0,0,0,Marc Martin (P),08/22-12/14,LM 350,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40002,RHET,103,2,M,4.000,Public Speaking,MWF,09:15 am-10:20 am,22,0,22,0,0,0,0,0,0,Marc Martin (P),08/22-12/14,LM 350,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40003,RHET,103,3,M,4.000,Public Speaking,MWF,09:15 am-10:20 am,22,0,22,0,0,0,0,0,0,Patrick K McDonnell (P),08/22-12/14,LM 241A,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40004,RHET,103,4,M,4.000,Public Speaking,MWF,10:30 am-11:35 am,22,0,22,0,0,0,0,0,0,Devon C Holmes (P),08/22-12/14,LM 152,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40005,RHET,103,5,M,4.000,Public Speaking,MWF,10:30 am-11:35 am,22,0,22,0,0,0,0,0,0,Christine Guillan Young (P),08/22-12/14,LME 1225,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40006,RHET,103,6,M,4.000,Public Speaking,MWF,11:45 am-12:50 pm,22,0,22,0,0,0,0,0,0,Devon C Holmes (P),08/22-12/14,LM 152,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40007,RHET,103,7,M,4.000,Public Speaking,MWF,11:45 am-12:50 pm,22,0,22,0,0,0,0,0,0,Christine Guillan Young (P),08/22-12/14,LM 352,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40009,RHET,103,9,M,4.000,Public Speaking,MWF,01:00 pm-02:05 pm,22,0,22,0,0,0,0,0,0,Patrick K McDonnell (P),08/22-12/14,LM 241B,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40010,RHET,103,10,M,4.000,Public Speaking,MWF,02:15 pm-03:20 pm,22,0,22,0,0,0,0,0,0,Devon C Holmes (P),08/22-12/14,ED 309,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40011,RHET,103,11,M,4.000,Public Speaking,M,02:15 pm-03:20 pm,22,0,22,0,0,0,0,0,0,Erik W Christianson (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,W,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),08/22-12/14,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),08/25-08/25,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),09/01-09/01,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),09/08-09/08,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),09/15-09/15,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),09/22-09/22,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),09/29-09/29,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),10/06-10/06,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),10/13-10/13,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),10/20-10/20,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),10/27-10/27,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),11/03-11/03,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),11/10-11/10,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),11/17-11/17,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,02:15 pm-03:20 pm, , , , , , , , , ,Erik W Christianson (P),12/01-12/01,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40012,RHET,103,12,M,4.000,Public Speaking,M,04:45 pm-06:25 pm,22,0,22,0,0,0,0,0,0,Joanne W Babin (P),08/22-12/14,LM 241B,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,W,04:45 pm-06:25 pm, , , , , , , , , ,Joanne W Babin (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40013,RHET,103,13,M,4.000,Public Speaking,M,04:45 pm-06:25 pm,22,0,22,0,0,0,0,0,0,Erik W Christianson (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,W,04:45 pm-06:25 pm, , , , , , , , , ,Erik W Christianson (P),08/22-12/14,LM 241B,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40014,RHET,103,14,M,4.000,Public Speaking,TR,08:00 am-09:45 am,22,0,22,0,0,0,0,0,0,Brian S Vannice (P),08/22-12/14,LM 244A,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40015,RHET,103,15,M,4.000,Public Speaking,TR,09:55 am-11:40 am,22,0,22,0,0,0,0,0,0,Brian S Vannice (P),08/22-12/14,ED 010,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40016,RHET,103,16,M,4.000,Public Speaking,T,12:45 pm-02:30 pm,22,0,22,0,0,0,0,0,0,Kathleen Anne Arnolfo (P),08/22-12/14,LM 343,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
 , , , , , , ,R,12:45 pm-02:30 pm, , , , , , , , , ,Kathleen Anne Arnolfo (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40017,RHET,103,17,M,4.000,Public Speaking,TR,02:40 pm-04:25 pm,22,0,22,0,0,0,0,0,0,Rick Roberts (P),08/22-12/14,ED 103,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40018,RHET,103,18,M,4.000,Public Speaking,T,09:55 am-11:40 am,22,0,22,0,0,0,0,0,0,Kathleen Anne Arnolfo (P),08/22-12/14,LM 343,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,R,09:55 am-11:40 am, , , , , , , , , ,Kathleen Anne Arnolfo (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40019,RHET,103,19,M,4.000,Public Speaking,M,06:30 pm-08:15 pm,22,0,22,0,0,0,0,0,0,Angela Ehle Beasley (P),08/22-12/14,LM 350,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,W,06:30 pm-08:15 pm, , , , , , , , , ,Angela Ehle Beasley (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40020,RHET,103,20,M,4.000,Public Speaking,M,04:45 pm-06:25 pm,22,0,22,0,0,0,0,0,0,Lynn C Perkins (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,W,04:45 pm-06:25 pm, , , , , , , , , ,Lynn C Perkins (P),08/22-12/14,LM 350,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40021,RHET,103,21,M,4.000,Public Speaking,TR,12:45 pm-02:30 pm,22,0,22,0,0,0,0,0,0,Michael A Rozendal (P),08/22-12/14,LM 350,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40022,RHET,103,22,M,4.000,Public Speaking,M,06:30 pm-08:15 pm,22,0,22,0,0,0,0,0,0,Lynn C Perkins (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
 , , , , , , ,W,06:30 pm-08:15 pm, , , , , , , , , ,Lynn C Perkins (P),08/22-12/14,LM 350,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40023,RHET,103,23,M,4.000,Public Speaking,MWF,09:15 am-10:20 am,22,0,22,0,0,0,0,0,0,John B Ryan (P),08/22-12/14,LM 151,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40025,RHET,103,25,M,4.000,Public Speaking,MWF,10:30 am-11:35 am,22,0,22,0,0,0,0,0,0,Philip Choong (P),08/22-12/14,ED 104,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40026,RHET,103,26,M,4.000,Public Speaking,MWF,11:45 am-12:50 pm,22,0,22,0,0,0,0,0,0,Philip Choong (P),08/22-12/14,ED 104,Core A1 Public Speaking and In-Person Modality and Tuition (Liberal Arts)
40027,RHET,103,27,M,4.000,Public Speaking,MW,11:45 am-12:50 pm,22,0,22,0,0,0,0,0,0,Robert Boller (P),08/22-12/14,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,11:45 am-12:50 pm, , , , , , , , , ,Robert Boller (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40028,RHET,104,1,M,4.000,Argumentation and Debate,MW,10:30 am-11:35 am,22,0,22,0,0,0,0,0,0,Robert Boller (P),08/22-12/14,LM 141A,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
 , , , , , , ,F,10:30 am-11:35 am, , , , , , , , , ,Robert Boller (P),08/22-12/14,RMT RMT,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
40029,RHET,104,2,M,4.000,Argumentation and Debate,M,04:45 pm-06:25 pm,22,0,22,0,0,0,0,0,0,Angela Ehle Beasley (P),08/22-12/14,LM 350,Core A1 Public Speaking and Hybrid Modality and Tuition (Liberal Arts)
